condition,n_trials,asr_mean,asr_se,utility_mean,utility_se,task_completed,participation_mean,posts_per_trial,emails_per_trial,errors_per_trial,mean_post_length
perimeter,3,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,163.7777777777778
